missing_reference,count
Application number: 17241/12,1
Application number: 68898/17,1
Application number: 19289/17,1
Application number: 5776/20,1
Application number: 31075/15,1
Application number: 24111/20,1
Application number: 44418/16,1
Application number: 8468/20,1
Application number: 60610/19,1
Application number: 32608/17,1
Application number: 24473/19,1
Application number: 11742/20,1
"Dudgeon v. the United Kingdom (article 50), 24 February 1983, § 22 in fine, Series A no 59",1
Application number: 20981/20,1
Application number: 41321/16,1
Application number: 43697/16,1
Application number: 50289/19,1
Application number: 58139/16,1
Application number: 34074/19,1
"Mantovanelli v. France, 18 March 1997, § 40, Reports of Judgments and Decisions 1997 II",1
Application number: 51579/16,1
Application number: 5365/17,1
Application number: 62018/16,1
Application number: 66613/16,1
Application number: 771/16,1
Application number: 23096/15,1
Application number: 23497/15,1
Application number: 76426/14,1
Application number: 30920/15,1
Application number: 15198/15,1
Application number: 770/16,1
Application number: 100/13,1
Application number: 307/12,1
Application number: 861/11,1
Application number: 156/11,1
Application number: 191/17,1
Application number: 5606/09,1
Application number: 17516/09,1
"Gradinger v. Austria, 23 October 1995, § 36, Series A no. 328-C",1
Application number: 2381/96,1
Application number: 77426/14,1
Application number: 22666/20,1
Application number: 22113/20,1
Application number: 27870/18,1
Application number: 35256/16,1
Application number: 10817/17,1
Application number: 14363/17,1
Application number: 33626/16,1
Application number: 23896/15,1
Application number: 28472/15,1
Application number: 16073/16,1
Application number: 16069/16,1
Application number: 9816/16,1
Application number: 27117/20,1
Application number: 12217/16,1
Application number: 59197/19,1
Application number: 33320/20,1
Application number: 35539/20,1
Application number: 470/21,1
Application number: 45324/20,1
Application number: 55594/20,1
Application number: 15189/15,1
Application number: 175/85,1
Application number: 29068/15,1
"Dudgeon v. the United Kingdom (Article 50), 24 February 1983, § 20, Series A no. 59",1
"Teixeira de Castro v. Portugal, 9 June 1998, §§ 34-6, Reports of Judgments and Decisions 1998‑IV",1
Application number: 26672/14,1
Application number: 4827/11,1
Application number: 28658/16,1
Application number: 24919/16,1
Application number: 17330/18,1
Application number: 31560/04,1
Application number: 6531/05,1
Application number: 75428/11,1
"Papamichalopoulos and Others v. Greece (Article 50), 31 October 1995, § 34, Series A no 330-B",1
Application number: 52867/15,1
Application number: 58399/16,1
Application number: 661/11,1
"Aerts v. Belgium, 30 July 1998, Reports of Judgments and Decisions 1998 V",1
Application number: 41160/16,1
Application number: 62126/16,1
Application number: 24892/13,1
Application number: 45201/16,1
Application number: 463/87,1
Application number: 76054/14,1
Application number: 921/89,1
Application number: 20490/20,1
Application number: 3336/16,1
Application number: 40727/20,1
Application number: 58189/18,1
Application number: 81362/17,1
Application number: 36816/20,1
Application number: 37584/20,1
Application number: 12239/18,1
Application number: 2578/19,1
Application number: 43606/20,1
Application number: 42856/16,1
Application number: 49196/20,1
Application number: 44441/19,1
Application number: 40977/18,1
Application number: 28163/17,1
Application number: 31483/20,1
Application number: 38946/20,1
Application number: 51548/18,1
Application number: 35736/12,1
Application number: 24359/94,1
Application number: 10650/83,1
Application number: 70340/17,1
Application number: 11391/85,1
Application number: 3145/16,1
Application number: 70333/17,1
Application number: 44726/19,1
Application number: 37467/19,1
Application number: 44641/19,1
"Ringeisen v. Austria, judgment of 16 July 1971, series A no. 13, p. 38, § 91",1
"Akdivar and Others v. Turkey, 16 September 1996, § 68, Reports 1996‑IV",1
Application number: 41/67,1
Application number: 1417/11,1
Application number: 73440/17,1
Application number: 6422/15,1
"Danilov v. Russia, no. 88/05, § 79, 1 December 2020",1
Application number: 16077/05,1
Application number: 71540/17,1
Application number: 46813/99,1
"Pierre-Bloch v. France, 21 October 1997, §§ 56 and 57, Reports of Judgments and Decisions 1997-VI",1
Application number: 62709/14,1
Application number: 48356/19,1
Application number: 1164/12,1
Application number: 47409/16,1
Application number: 39224/10,1
Application number: 61566/16,1
Application number: 42560/16,1
Application number: 23502/12,1
Application number: 52630/10,1
Application number: 42081/10,1
Application number: 57473/10,1
Application number: 28519/10,1
Application number: 52697/10,1
Application number: 15342/14,1
"Welch v. the United Kingdom, 9 February 1995, § 32, Series A no 307-A",1
Application number: 32258/96,1
Application number: 70313/17,1
Application number: 56354/07,1
Application number: 66556/11,1
Application number: 18618/17,1
Application number: 19897/15,1
Application number: 5264/10,1
Application number: 21396/11,1
Application number: 51153/14,1
Application number: 134/14,1
Application number: 510/07,1
Application number: 14820/16,1
Application number: 54511/17,1
Application number: 46669/17,1
Application number: 6144/17,1
Application number: 14980/17,1
Application number: 60494/17,1
Application number: 77437/17,1
Application number: 33851/17,1
Application number: 69676/17,1
Application number: 56438/17,1
Application number: 42325/17,1
Application number: 78460/17,1
Application number: 12892/08,1
Application number: 5848/13,1
Application number: 2178/14,1
Application number: 15031/18,1
Application number: 38642/17,1
Application number: 50779/16,1
"W. v. the United Kingdom, 8 July 1987 §§ 62 and 64, Series A no 121",1
Application number: 32809/20,1
Application number: 61919/19,1
Application number: 64973/19,1
Application number: 28230/20,1
"Steel and Others v. the United Kingdom, 23 September 1998, Reports of Judgments and Decisions 1998 VII",1
Application number: 22605/03,1
Application number: 25860/19,1
Application number: 11776/20,1
Application number: 25868/20,1
Application number: 31881/20,1
Application number: 63945/09,1
Application number: 59351/12,1
Application number: 183/13,1
Application number: 80447/17,1
Application number: 9218/15,1
"Pauger v. Austria, 28 May 1997, § 46, Reports 1997 III",1
Application number: 2003/21,1
Application number: 16321/08,1
Application number: 30478/08,1
Application number: 7927/08,1
Application number: 42306/16,1
Application number: 48068/16,1
Application number: 11421/16,1
Application number: 47300/16,1
Application number: 16903/16,1
Application number: 1469/16,1
Application number: 24969/15,1
Application number: 31/65,1
Application number: 49391/12,1
Application number: 49754/16,1
Application number: 33213/15,1
"W. v. the United Kingdom, 8 July 1987, §§ 64 65, Series A no 121",1
"Castells v. Spain, 23 April 1992, § 6, Series A no 236",1
"Goodwin v. the United Kingdom, 27 March 1996, §§39-40, Reports of Judgments and Decisions 1996 II",1
Application number: 18904/09,1
Application number: 42745/09,1
"Klass and Others v. Germany, 6 September 1978, §§ 55 and 56, Series A no. 28",1
Application number: 71694/12,1
"Pierre-Bloch v. France, 21 October 1997, § 48, Reports 1997 VI",1
Application number: 67449/12,1
Application number: 26221/12,1
"Probstmeier v. Germany, 1 July 1997, §§ 48-53, Reports 1997 IV",1
"Süßmann v. Germany, 16 September 1996, Reports 1996 IV",1
Application number: 44845/15,1
Application number: 11340/12,1
Application number: 17238/16,1
Application number: 679/08,1
Application number: 63214/16,1
Application number: 48145/10,1
Application number: 8387/15,1
"X and Y v. the Netherlands, 26 March 1985, §§ 23, 24 and 27, Series A no. 91",1
"Botta v. Italy, 24 February 1998, § 35, Reports of Judgments and Decisions 1998‑I",1
Application number: 29028/09,1
Application number: 53388/11,1
Application number: 71/57,1
Application number: 08/01,1
Application number: 19374/16,1
"Andronicou and Constantinou v. Cyprus, 9 October 1997, § 182, Reports of Judgments and Decisions 1997 VI",1
Application number: 54983/16,1
Application number: 70103/17,1
Application number: 36396/16,1
Application number: 48629/19,1
Application number: 70399/17,1
Application number: 70370/17,1
Application number: 70362/17,1
Application number: 41711/18,1
Application number: 45374/19,1
Application number: 47332/18,1
Application number: 25255/17,1
Application number: 14921/17,1
Application number: 11497/18,1
Application number: 56340/19,1
Application number: 42530/18,1
Application number: 23591/19,1
Application number: 57234/18,1
Application number: 59295/16,1
Application number: 28827/19,1
Application number: 20544/07,1
Application number: 50089/11,1
Application number: 22165/12,1
Application number: 4173/13,1
Application number: 30771/11,1
Application number: 09/01,1
Application number: 06/01,1
Application number: 07/01,1
Application number: 09/17,1
"Akdivar and Others v. Turkey, 16 September 1996, §§ 53-54, Reports of Judgments and Decisions 1996‑IV",1
Application number: 38295/19,1
Application number: 62609/12,1
Application number: 64625/11,1
"Van Orshoven v. Belgium, 25 June 1997, §§ 37-39, Reports 1997 III",1
Application number: 8372/07,1
Application number: 33422/20,1
Application number: 15357/07,1
Application number: 66697/16,1
Application number: 45057/17,1
Application number: 2987/20,1
Application number: 6937/13,1
Application number: 471/19,1
Application number: 2553/20,1
Application number: 60283/17,1
Application number: 27107/20,1
Application number: 46294/18,1
Application number: 20488/18,1
Application number: 77557/17,1
Application number: 15846/18,1
Application number: 1929/18,1
Application number: 52138/17,1
Application number: 36184/20,1
Application number: 49312/18,1
Application number: 25061/20,1
Application number: 8268/19,1
"Webster v. the United Kingdom, 13 August 1981, § 13, Series A no. 44",1
Application number: 7222/18,1
Application number: 54024/17,1
Application number: 28/15,1
Application number: 3123/20,1
Application number: 2568/20,1
Application number: 47995/18,1
Application number: 64665/19,1
Application number: 1605/19,1
Application number: 29862/18,1
Application number: 50055/19,1
Application number: 6565/19,1
Application number: 7658/19,1
Application number: 3143/18,1
Application number: 54497/18,1
Application number: 41501/17,1
Application number: 47770/19,1
Application number: 78906/17,1
Application number: 16701/20,1
Application number: 48417/18,1
